STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
035600,99999, 20150901,   57.3,24,   51.5,24, 1017.8,24, 1007.6,24,  18.6,24,   6.6,24,  11.1, 999.9,   65.1 ,  53.2*, 0.00F,999.9, 010000,
035600,99999, 20150902,   54.1,24,   49.2,24, 1017.6,24, 1007.3,24,  21.0,24,   5.6,24,   8.9, 999.9,   63.5 ,  47.3 , 0.00G,999.9, 010000,
035600,99999, 20150903,   52.9,22,   46.0,22, 1015.7,22, 1005.4,22,  30.2,22,   7.0,22,  11.1, 999.9,   61.0 ,  48.2 , 0.00G,999.9, 010000,
035600,99999, 20150904,   54.2,21,   46.4,21, 1017.4,21, 1007.1,21,  29.4,21,   8.3,21,  12.0, 999.9,   59.2 ,  48.4 , 0.00G,999.9, 000000,
035600,99999, 20150905,   51.9,24,   45.2,24, 1022.0,24, 1011.6,24,  21.7,24,   8.5,24,  15.9, 999.9,   61.0 ,  45.0*, 0.01G,999.9, 010000,
035600,99999, 20150906,   53.1,24,   44.5,24, 1028.3,24, 1017.8,24,  23.3,24,   7.5,24,  11.1, 999.9,   66.6 ,  41.4 , 0.03G,999.9, 000000,
035600,99999, 20150907,   53.4,24,   48.6,24, 1031.0,24, 1020.5,24,  24.4,24,   6.5,24,   8.9, 999.9,   61.7 ,  44.1 , 0.00G,999.9, 000000,
035600,99999, 20150908,   53.4,24,   48.9,24, 1028.8,24, 1018.4,24,  23.4,24,   5.5,24,   8.0, 999.9,   60.6 ,  46.2 , 0.00G,999.9, 000000,
035600,99999, 20150909,   56.3,24,   50.2,24, 1023.8,24, 1013.5,24,  22.0,24,   8.5,24,  13.0, 999.9,   67.1 ,  49.6*, 0.00G,999.9, 000000,
035600,99999, 20150910,   57.0,24,   47.0,24, 1021.5,24, 1011.3,24,  16.6,24,   8.3,24,  13.0, 999.9,   71.2 ,  45.3 , 0.00G,999.9, 100000,
035600,99999, 20150911,   58.1,24,   48.5,24, 1015.3,24, 1005.1,24,  15.6,24,   9.5,24,  14.0, 999.9,   71.1 ,  45.7 , 0.00G,999.9, 110000,
035600,99999, 20150912,   59.8,24,   51.7,24, 1007.1,24,  997.0,24,  20.3,24,   9.5,24,  14.0, 999.9,   70.0 ,  50.9*, 0.03G,999.9, 010000,
035600,99999, 20150913,   54.0,23,   45.1,23, 1005.7,23,  995.5,23,  26.5,23,   5.2,23,  11.1, 999.9,   65.7 ,  45.0*, 0.00G,999.9, 000000,
035600,99999, 20150914,   54.4,23,   49.9,23,  994.0,23,  983.9,23,  21.0,23,   9.7,23,  15.0, 999.9,   66.7 ,  44.6 , 0.17G,999.9, 010000,
035600,99999, 20150915,   54.2,24,   49.8,24,  994.6,24,  984.5,24,  20.0,24,   8.3,24,  15.0, 999.9,   65.5 ,  49.1 , 0.07G,999.9, 010000,
035600,99999, 20150916,   53.8,24,   50.7,24,  990.0,24,  980.0,24,  11.1,24,   8.8,24,  15.0, 999.9,   62.8 ,  48.2 , 0.08G,999.9, 110000,
035600,99999, 20150917,   55.3,24,   47.7,24,  998.9,24,  988.9,24,  21.2,24,   8.4,24,  13.0, 999.9,   64.2 ,  46.2 , 0.33G,999.9, 010000,
035600,99999, 20150918,   56.0,22,   51.3,22, 1011.4,22, 1001.2,22,  20.2,22,   6.0,22,  12.0, 999.9,   66.0 ,  50.0*, 0.00G,999.9, 010000,
035600,99999, 20150919,   54.9,24,   48.8,24, 1024.7,24, 1014.4,24,  14.9,24,   4.6,24,   8.0, 999.9,   66.4 ,  46.9 , 0.01G,999.9, 100000,
035600,99999, 20150920,   55.6,23,   49.8,23, 1024.1,23, 1013.7,23,  16.7,23,   5.8,23,   9.9, 999.9,   64.2 ,  46.0 , 0.00G,999.9, 000000,
035600,99999, 20150921,   54.1,24,   51.9,24, 1011.0,24, 1000.8,24,  14.5,24,   6.7,24,  11.1, 999.9,   57.4 ,  48.0*, 0.00G,999.9, 010000,
035600,99999, 20150922,   50.9,24,   48.3,24, 1002.3,24,  992.1,24,  15.5,24,   6.3,24,  11.1, 999.9,   58.3 ,  45.3 , 0.22G,999.9, 010000,
035600,99999, 20150923,   54.5,24,   48.2,24, 1010.6,24, 1000.3,24,  22.2,24,   9.0,24,  14.0, 999.9,   63.3 ,  46.6 , 0.57G,999.9, 010000,
035600,99999, 20150924,   56.3,23,   48.9,23, 1013.0,23, 1002.8,23,  23.2,23,   8.8,23,  14.0, 999.9,   63.0 ,  48.2*, 0.09G,999.9, 010000,
035600,99999, 20150925,   51.6,24,   43.7,24, 1022.5,24, 1012.1,24,  21.8,24,   6.1,24,   9.9, 999.9,   62.2 ,  43.9 , 0.00G,999.9, 000000,
035600,99999, 20150926,   51.1,24,   43.5,24, 1029.3,24, 1018.8,24,  21.3,24,   4.8,24,   7.0, 999.9,   63.5 ,  40.8 , 0.00G,999.9, 000000,
035600,99999, 20150927,   52.5,23,   46.1,23, 1034.7,23, 1024.2,23,  20.5,23,   6.3,23,   8.9, 999.9,   65.5 ,  41.5*, 0.00E,999.9, 100000,
035600,99999, 20150928,   52.9,24,   46.9,24, 1037.3,24, 1026.8,24,  17.3,24,   7.1,24,  12.0, 999.9,   65.8 ,  41.0 , 0.00G,999.9, 100000,
035600,99999, 20150929,   53.8,24,   48.5,24, 1036.2,24, 1025.8,24,  14.5,24,   8.0,24,  12.0, 999.9,   64.8 ,  44.4 , 0.00G,999.9, 100000,
035600,99999, 20150930,   54.1,23,   45.6,23, 1034.4,23, 1024.0,23,  21.6,23,   9.4,23,  14.0, 999.9,   64.9 ,  45.7*, 0.00E,999.9, 000000,
035600,99999, 20151001,   53.8,23,   48.0,23, 1032.4,23, 1022.0,23,  16.6,23,   8.2,23,  13.0, 999.9,   64.9 ,  46.0*, 0.00E,999.9, 000000,
035600,99999, 20151002,   52.9,24,   47.7,24, 1025.4,24, 1015.0,24,  11.2,24,   5.8,24,   8.9, 999.9,   63.3 ,  44.1 , 0.00G,999.9, 100000,
035600,99999, 20151003,   50.7,24,   46.6,24, 1015.8,24, 1005.4,24,   7.3,24,   4.3,24,   7.0, 999.9,   59.9 ,  41.9 , 0.00G,999.9, 100000,
035600,99999, 20151004,   51.8,22,   44.9,22, 1013.7,22, 1003.4,22,   8.2,22,   4.9,22,   8.0, 999.9,   62.8 ,  42.8*, 0.00E,999.9, 000000,
035600,99999, 20151005,   58.2,24,   56.5,24, 1004.0,24,  993.9,24,   8.4,24,  11.0,24,  15.0, 999.9,   64.0 ,  49.6 , 0.00G,999.9, 010000,
035600,99999, 20151006,   59.4,24,   58.0,24,  997.1,24,  987.2,24,  10.6,24,   7.4,24,  12.0, 999.9,   65.5 ,  56.1*, 0.33G,999.9, 010000,
035600,99999, 20151007,   54.8,24,   51.0,24, 1007.8,24,  997.7,24,  16.4,24,   9.6,24,  17.1, 999.9,   59.0 ,  46.2*, 0.50G,999.9, 010000,
035600,99999, 20151008,   51.0,24,   45.1,24, 1020.7,24, 1010.4,24,  26.3,24,   4.9,24,   8.0, 999.9,   62.1 ,  43.0 , 0.00G,999.9, 100000,
035600,99999, 20151009,   50.1,24,   45.1,24, 1023.1,24, 1012.7,24,  15.8,24,   3.5,24,   6.0, 999.9,   62.4 ,  39.6 , 0.00G,999.9, 100000,
035600,99999, 20151010,   49.8,24,   47.9,24, 1021.2,24, 1010.8,24,  11.2,24,   7.3,24,  12.0, 999.9,   59.2 ,  40.6 , 0.00G,999.9, 010000,
035600,99999, 20151011,   49.6,24,   45.2,24, 1018.6,24, 1008.2,24,  10.6,24,   7.4,24,  11.1, 999.9,   57.0 ,  44.2*, 0.00G,999.9, 000000,
035600,99999, 20151012,   48.4,24,   42.7,24, 1020.3,24, 1009.8,24,  16.0,24,   7.6,24,  13.0, 999.9,   56.3 ,  42.4*, 0.00G,999.9, 010000,
035600,99999, 20151013,   48.2,24,   42.2,24, 1024.3,24, 1013.8,24,  22.6,24,  10.6,24,  15.0, 999.9,   56.3 ,  43.2 , 0.01G,999.9, 010000,
035600,99999, 20151014,   47.5,24,   43.6,24, 1024.1,24, 1013.6,24,  25.9,24,  11.1,24,  15.9, 999.9,   55.8 ,  41.9 , 0.01G,999.9, 010000,
035600,99999, 20151015,   49.1,24,   47.4,24, 1022.3,24, 1011.8,24,  10.4,24,   8.4,24,  11.1, 999.9,   53.8 ,  45.5*, 0.04G,999.9, 010000,
035600,99999, 20151016,   50.9,24,   48.0,24, 1022.8,24, 1012.4,24,   9.6,24,  11.5,24,  14.0, 999.9,   55.0 ,  48.7 , 0.06G,999.9, 110000,
035600,99999, 20151017,   50.2,24,   45.8,24, 1021.1,24, 1010.7,24,  18.1,24,  10.1,24,  13.0, 999.9,   54.5 ,  48.2 , 0.00G,999.9, 010000,
035600,99999, 20151018,   51.8,24,   50.5,24, 1021.6,24, 1011.3,24,  12.2,24,   6.9,24,   8.9, 999.9,   55.6 ,  48.7 , 0.03G,999.9, 010000,
035600,99999, 20151019,   51.4,24,   48.5,24, 1025.3,24, 1014.9,24,  16.7,24,   6.2,24,   9.9, 999.9,   56.3 ,  46.8*, 0.01G,999.9, 010000,
035600,99999, 20151020,   49.0,24,   44.8,24, 1026.4,24, 1015.9,24,  16.2,24,   5.7,24,   9.9, 999.9,   58.5 ,  41.9 , 0.02G,999.9, 000000,
035600,99999, 20151021,   53.1,23,   51.7,23, 1016.4,23, 1006.1,23,  17.7,23,   7.1,23,   9.9, 999.9,   59.4 ,  44.2 , 0.09G,999.9, 010000,
035600,99999, 20151022,   52.9,24,   46.1,24, 1016.2,24, 1005.9,24,  23.3,24,   9.3,24,  17.1, 999.9,   58.3 ,  43.2*, 0.10G,999.9, 010000,
035600,99999, 20151023,   48.7,24,   43.3,24, 1020.4,24, 1009.9,24,  15.5,24,   6.1,24,   8.9, 999.9,   55.0 ,  39.7 , 0.00G,999.9, 000000,
035600,99999, 20151024,   49.4,24,   47.5,24, 1014.6,24, 1004.2,24,  17.4,24,   7.5,24,  12.0, 999.9,   55.6 ,  41.7*, 0.00G,999.9, 010000,
035600,99999, 20151025,   43.2,24,   40.0,24, 1024.4,24, 1013.8,24,  19.9,24,   5.5,24,   8.0, 999.9,   53.1 ,  36.7*, 0.17G,999.9, 000000,
035600,99999, 20151026,   49.8,24,   47.1,24, 1015.1,24, 1004.7,24,   7.9,24,   8.4,24,  13.0, 999.9,   60.6 ,  37.8 , 0.00G,999.9, 000000,
035600,99999, 20151027,   55.2,24,   53.0,24, 1009.6,24,  999.5,24,   6.1,24,   7.8,24,  11.1, 999.9,   63.3 ,  51.4 , 0.00G,999.9, 110000,
035600,99999, 20151028,   52.6,24,   51.4,24, 1007.0,24,  996.8,24,   8.2,24,   4.8,24,   8.0, 999.9,   57.9 ,  47.3*, 0.11G,999.9, 010000,
035600,99999, 20151029,   52.6,24,   51.7,24, 1011.2,24, 1001.0,24,   9.2,24,  10.0,24,  17.1, 999.9,   57.6 ,  44.8 , 0.72G,999.9, 110000,
035600,99999, 20151030,   55.5,24,   54.3,24, 1017.3,24, 1007.0,24,  15.7,24,  10.8,24,  18.1, 999.9,   59.2 ,  51.4 , 0.17G,999.9, 010000,
035600,99999, 20151031,   51.1,24,   49.6,24, 1022.4,24, 1012.0,24,   3.1,24,   4.5,24,   9.9, 999.9,   58.8 ,  46.9 , 0.09G,999.9, 100000,
035600,99999, 20151101,   48.9,24,   48.1,24, 1028.2,24, 1017.7,24,   1.8,24,   3.3,24,   5.1, 999.9,   58.1 ,  42.4 , 0.01G,999.9, 100000,
035600,99999, 20151102,   45.8,24,   45.7,24, 1024.3,24, 1013.8,24,   0.4,24,   3.8,24,   8.0, 999.9,   51.3 ,  39.6 , 0.01G,999.9, 110000,
035600,99999, 20151103,   49.8,24,   49.3,24, 1016.0,24, 1005.6,24,   2.4,24,   4.7,24,   7.0, 999.9,   52.9 ,  47.1 , 0.01G,999.9, 110000,
035600,99999, 20151104,   50.9,24,   50.9,24, 1013.4,24, 1003.1,24,   2.2,24,   3.9,24,   7.0, 999.9,   55.0 ,  44.8 , 0.05G,999.9, 110000,
035600,99999, 20151105,   55.9,24,   55.2,24, 1011.5,24, 1001.3,24,  10.6,24,   9.0,24,  14.0, 999.9,   59.2 ,  52.2 , 0.39G,999.9, 010000,
035600,99999, 20151106,   57.8,24,   56.2,24, 1013.1,24, 1002.9,24,  21.6,24,   9.8,24,  13.0, 999.9,   62.2 ,  55.4 , 0.16G,999.9, 010000,
035600,99999, 20151107,   56.5,24,   54.5,24, 1016.3,24, 1006.1,24,  13.6,24,  12.0,24,  22.9, 999.9,   62.1 ,  50.2*, 0.17G,999.9, 010000,
035600,99999, 20151108,   52.6,24,   51.1,24, 1019.0,24, 1008.6,24,  11.6,24,  10.0,24,  17.1, 999.9,   59.4 ,  41.5 , 0.24G,999.9, 110000,
035600,99999, 20151109,   52.9,24,   48.4,24, 1018.2,24, 1007.8,24,  21.4,24,  14.1,24,  19.0, 999.9,   57.4*,  45.3 , 0.02G,999.9, 000000,
035600,99999, 20151110,   58.7,24,   56.1,24, 1019.3,24, 1009.1,24,  22.9,24,  12.8,24,  17.1, 999.9,   61.3 ,  56.1*, 0.00G,999.9, 010000,
035600,99999, 20151111,   55.7,24,   50.9,24, 1019.4,24, 1009.1,24,  25.4,24,  10.7,24,  14.0, 999.9,   59.7 ,  53.6*, 0.00G,999.9, 010000,
035600,99999, 20151112,   53.3,24,   49.7,24, 1018.8,24, 1008.5,24,  21.2,24,  10.8,24,  18.1, 999.9,   59.5 ,  45.3*, 0.00G,999.9, 000000,
035600,99999, 20151113,   46.9,24,   40.2,24, 1018.4,24, 1007.9,24,  18.7,24,  12.8,24,  19.0, 999.9,   54.1*,  41.7*, 0.03G,999.9, 010000,
035600,99999, 20151114,   48.3,24,   45.4,24, 1019.2,24, 1008.8,24,  18.6,24,  11.5,24,  19.0, 999.9,   58.5*,  41.4 , 0.02G,999.9, 010000,
035600,99999, 20151115,   57.8,24,   51.8,24, 1009.1,24,  999.0,24,  19.1,24,  16.8,24,  22.0, 999.9,   59.4 ,  54.1 , 0.17G,999.9, 000000,
035600,99999, 20151116,   52.3,23,   47.2,23, 1007.4,23,  997.1,23,  17.9,23,  11.4,23,  19.0, 999.9,   56.7*,  49.3*, 0.00G,999.9, 010000,
035600,99999, 20151117,   53.3,23,   49.8,23, 1001.2,23,  991.1,23,  10.8,23,  12.9,23,  32.1, 999.9,   60.1 ,  48.9 , 0.14G,999.9, 010000,
035600,99999, 20151118,   52.3,23,   46.3,23, 1008.3,23,  998.1,23,  15.5,23,  15.2,23,  27.0, 999.9,   57.7 ,  46.0 , 0.03G,999.9, 010000,
035600,99999, 20151119,   48.7,24,   43.8,24, 1011.3,24, 1000.9,24,  19.8,24,   9.4,24,  13.0, 999.9,   50.7 ,  45.3*, 0.04G,999.9, 010000,
035600,99999, 20151120,   42.9,24,   37.0,24, 1007.2,24,  996.8,24,  27.8,24,   9.0,24,  15.0, 999.9,   47.5 ,  37.2*, 0.02G,999.9, 010000,
035600,99999, 20151121,   35.7,24,   28.5,24, 1006.8,24,  996.3,24,  24.2,24,  16.8,24,  27.0, 999.9,   40.8 ,  29.3*, 0.00G,999.9, 010000,
035600,99999, 20151122,   32.8,24,   29.9,24, 1015.5,24, 1004.8,24,  16.5,24,   7.0,24,   8.9, 999.9,   42.3 ,  25.9 , 0.08G,999.9, 000000,
035600,99999, 20151123,   36.0,24,   33.0,24, 1022.9,24, 1012.1,24,  11.9,24,   7.5,24,  13.0, 999.9,   42.1 ,  29.8 , 0.00G,999.9, 010000,
035600,99999, 20151124,   44.4,24,   42.7,24, 1010.8,24, 1000.4,24,  12.9,24,   8.5,24,  15.0, 999.9,   46.6 ,  39.6 , 0.22G,999.9, 010000,
035600,99999, 20151125,   44.1,24,   41.2,24, 1011.4,24, 1001.0,24,  20.7,24,   9.8,24,  15.0, 999.9,   50.9 ,  39.7*, 0.13G,999.9, 010000,
035600,99999, 20151126,   46.5,24,   45.3,24, 1019.0,24, 1008.5,24,   9.8,24,   5.9,24,   8.0, 999.9,   50.4 ,  39.0 , 0.01G,999.9, 010000,
035600,99999, 20151127,   49.7,24,   47.8,24, 1009.5,24,  999.2,24,  15.1,24,  11.5,24,  19.0, 999.9,   54.9 ,  39.9*, 0.00G,999.9, 010000,
035600,99999, 20151128,   41.4,24,   37.5,24, 1008.8,24,  998.4,24,  22.1,24,  12.2,24,  19.0, 999.9,   47.5*,  34.3 , 0.11G,999.9, 010000,
035600,99999, 20151129,   49.3,24,   43.2,24, 1005.7,24,  995.4,24,  14.3,24,  15.3,24,  25.1, 999.9,   54.7 ,  45.5*, 0.04G,999.9, 010000,
035600,99999, 20151130,   48.2,24,   44.4,24, 1013.3,24, 1002.9,24,  14.8,24,  11.3,24,  19.0, 999.9,   55.4 ,  40.6 , 0.14G,999.9, 010000,
035600,99999, 20151201,   50.4,24,   46.9,24, 1020.8,24, 1010.4,24,  14.3,24,   8.6,24,  15.0, 999.9,   56.1 ,  44.4 , 0.24G,999.9, 110000,
035600,99999, 20151202,   52.8,24,   46.2,24, 1020.7,24, 1010.4,24,  22.9,24,  12.8,24,  17.1, 999.9,   56.1 ,  50.5 , 0.00G,999.9, 010000,
035600,99999, 20151203,   53.5,24,   50.1,24, 1017.0,24, 1006.7,24,  12.7,24,  14.9,24,  21.0, 999.9,   54.7 ,  51.6*, 0.07G,999.9, 010000,
035600,99999, 20151204,   47.7,23,   42.7,23, 1022.6,23, 1012.2,23,  23.2,23,  13.5,23,  21.0, 999.9,   52.0 ,  40.8*, 0.19G,999.9, 010000,
035600,99999, 20151205,   52.0,24,   44.2,24, 1015.4,24, 1005.1,24,  18.0,24,  21.6,24,  26.0, 999.9,   53.6 ,  50.4 , 0.01G,999.9, 000000,
035600,99999, 20151206,   53.8,24,   48.5,24, 1014.4,24, 1004.2,24,  17.1,24,  13.6,24,  21.0, 999.9,   57.4 ,  49.5*, 0.00G,999.9, 010000,
035600,99999, 20151207,   53.0,23,   51.4,23, 1022.5,23, 1012.2,23,   9.1,23,   9.9,23,  15.0, 999.9,   56.8 ,  49.5 , 0.02G,999.9, 010000,
035600,99999, 20151208,   50.8,24,   45.7,24, 1020.1,24, 1009.8,24,  16.1,24,  12.2,24,  17.1, 999.9,   55.6 ,  43.3*, 0.04G,999.9, 010000,
035600,99999, 20151209,   44.4,22,   39.4,22, 1030.5,22, 1019.9,22,  21.9,22,  11.5,22,  18.1, 999.9,   50.2 ,  37.9 , 0.04G,999.9, 000000,
035600,99999, 20151210,   48.5,24,   43.3,24, 1022.6,24, 1012.1,24,  19.6,24,  12.8,24,  18.1, 999.9,   52.5 ,  44.2*, 0.00G,999.9, 010000,
035600,99999, 20151211,   44.1,23,   40.2,23, 1020.3,23, 1009.8,23,  26.9,23,   8.3,23,  12.0, 999.9,   47.1 ,  37.4*, 0.13G,999.9, 010000,
035600,99999, 20151212,   45.1,24,   42.2,24, 1016.4,24, 1006.0,24,  14.9,24,  12.1,24,  21.0, 999.9,   54.3 ,  35.1 , 0.00G,999.9, 010000,
035600,99999, 20151213,   41.9,24,   41.3,24, 1018.5,24, 1008.0,24,   3.1,24,   5.1,24,   7.0, 999.9,   46.9*,  39.2 , 0.19G,999.9, 110000,
035600,99999, 20151214,   45.3,24,   44.5,24, 1016.0,24, 1005.5,24,   3.7,24,   7.2,24,   8.9, 999.9,   46.8 ,  43.9 , 0.05G,999.9, 010000,
035600,99999, 20151215,   49.2,24,   49.0,24, 1016.0,24, 1005.6,24,   2.7,24,   8.6,24,  12.0, 999.9,   52.5*,  45.3 , 0.09G,999.9, 110000,
035600,99999, 20151216,   55.1,24,   52.8,24, 1016.1,24, 1005.8,24,  18.3,24,  11.2,24,  14.0, 999.9,   57.2 ,  51.1 , 0.15G,999.9, 010000,
035600,99999, 20151217,   55.7,24,   50.1,24, 1014.4,24, 1004.2,24,  11.8,24,  12.9,24,  17.1, 999.9,   59.4 ,  51.4*, 0.00G,999.9, 010000,
035600,99999, 20151218,   52.4,23,   48.9,23, 1016.5,23, 1006.2,23,  12.3,23,  11.0,23,  15.0, 999.9,   55.2 ,  49.5 , 0.01G,999.9, 010000,
035600,99999, 20151219,   57.6,22,   52.1,22, 1009.9,22,  999.8,22,  20.7,22,  14.9,22,  17.1, 999.9,   60.3 ,  52.5 , 0.00G,999.9, 010000,
035600,99999, 20151220,   52.4,24,   45.8,24, 1008.3,24,  998.1,24,  22.6,24,  13.8,24,  21.0, 999.9,   58.3*,  46.0*, 0.00G,999.9, 010000,
035600,99999, 20151221,   47.3,24,   43.4,24, 1012.3,24, 1001.9,24,  20.3,24,  12.9,24,  22.9, 999.9,   54.3 ,  43.3*, 0.00G,999.9, 010000,
035600,99999, 20151222,   54.0,24,   50.6,24, 1010.1,24,  999.9,24,  16.9,24,  16.9,24,  24.1, 999.9,   57.7 ,  46.8 , 0.08G,999.9, 010000,
035600,99999, 20151223,   47.8,24,   42.1,24, 1016.4,24, 1006.0,24,  17.9,24,  12.7,24,  17.1, 999.9,   50.4 ,  44.8*, 0.23G,999.9, 010000,
035600,99999, 20151224,   47.3,24,   41.8,24, 1010.9,24, 1000.5,24,  21.0,24,  15.4,24,  24.1, 999.9,   54.0 ,  39.7*, 0.01G,999.9, 010000,
035600,99999, 20151225,   46.8,24,   43.7,24, 1017.7,24, 1007.3,24,  15.9,24,  11.8,24,  20.0, 999.9,   57.4*,  36.5 , 0.10G,999.9, 010000,
035600,99999, 20151226,   57.0,24,   50.4,24, 1015.0,24, 1004.8,24,  16.0,24,  18.9,24,  22.9, 999.9,   58.6 ,  55.6 , 0.03G,999.9, 010000,
035600,99999, 20151227,   53.2,24,   51.1,24, 1018.4,24, 1008.1,24,   5.8,24,   9.2,24,  22.0, 999.9,   57.2*,  49.5*, 0.09G,999.9, 010000,
035600,99999, 20151228,   49.4,24,   45.7,24, 1016.3,24, 1005.9,24,  14.1,24,  11.1,24,  14.0, 999.9,   53.2 ,  46.6*, 0.31G,999.9, 000000,
035600,99999, 20151229,   49.9,24,   44.8,24, 1016.3,24, 1005.9,24,  20.1,24,  11.8,24,  19.0, 999.9,   52.7 ,  45.9*, 0.00G,999.9, 010000,
035600,99999, 20151230,   52.6,22,   45.6,22, 1008.9,22,  998.7,22,  17.7,22,  21.3,22,  28.9, 999.9,   56.7 ,  45.7 , 0.00G,999.9, 010000,
